5,28,M,0,1,152
5,29,S,0,0,119
5,30,M,3,0,47
5,31,L,10,1,166
5,32,M,0,0,164
5,33,S,0,0,7
5,34,F,6,1,167
5,35,L,3,0,153
5,36,M,0,1,166
5,37,L,0,2,185
5,38,M,5,1,160
5,39,S,1,0,159
6,0,F,0,2,238
6,1,L,0,0,136
6,2,M,8,1,161
6,3,S,7,0,46
6,4,F,0,1,168
6,5,L,0,0,120
6,6,F,6,0,40
6,7,S,1,1,176
6,8,M,0,0,120
6,9,L,0,1,160
6,10,F,5,0,57
6,11,S,1,2,320
6,12,M,0,0,135
6,13,L,0,1,169
6,14,M,8,1,167
6,15,S,8,0,56
6,16,F,0,1,168
6,17,L,0,0,121
6,18,F,2,0,71
6,19,L,10,0,97
6,20,F,0,0,89
6,21,L,0,0,71
6,22,F,4,0,96
6,23,L,1,0,71
6,24,M,0,1,160
6,25,S,0,0,122
6,26,F,6,1,174
6,27,L,9,0,26
6,28,F,0,0,158
6,29,S,0,2,176
6,30,M,6,0,159
6,31,S,1,0,96
6,32,M,0,0,80
6,33,L,0,1,169
6,34,M,8,1,159
6,35,S,6,0,137
6,36,F,0,2,207
6,37,L,0,0,153
6,38,F,2,0,16
6,39,S,8,1,168
